merchant,period,churn_predicted,churn_probability
3b0c4a18e4,2034-12,0,0.01
3b10792a9a,2034-11,0,0.35
3b10b772e5,2034-12,0,0.02
3b15b59a26,2034-12,0,0.03
3b1e0eb6a3,2034-12,1,0.49
3b21af6481,2034-12,0,0.06
3b2fcd25aa,2034-12,0,0.02
3b46dadaff,2034-11,1,0.88
3b4d337b10,2034-12,0,0.01
3b50148a44,2034-10,0,0.02
3b5b28cf85,2034-10,0,0.25
3b6a8d1107,2034-11,1,0.65
3b6e318e0b,2034-11,0,0.2
3b712dbec0,2034-12,1,0.43
3b7d1b8383,2034-12,0,0.1
3b8adcd32f,2034-12,0,0.01
3b92e9c41e,2034-11,1,0.81
3b9fecd671,2034-11,1,0.51
3bb1ff53c9,2034-12,1,0.52
3bbef4b4d2,2034-12,1,0.45
3bc070e260,2034-12,1,0.37
3bc8b442fb,2034-12,0,0.02
3bdf3420f2,2034-12,0,0.0
3beac82bb1,2034-12,0,0.02
3bee3c7e49,2034-12,0,0.27
3bf0604ef9,2034-12,0,0.32
3bf9f5b289,2034-12,0,0.03
3c140d1d52,2034-12,0,0.07
3c1e9fb123,2034-12,0,0.0
3c25273599,2034-12,0,0.04
3c2f3c4a38,2034-10,1,0.64
3c3188c35e,2034-12,0,0.02
3c3ce0c9ed,2034-12,1,0.54
3c492eaaf0,2034-12,0,0.04
3c49ed0757,2034-12,0,0.13
3c4ac570a3,2034-12,0,0.0
3c4e1cdf2e,2034-12,0,0.0
3c53706f7c,2034-12,1,0.87
3c59180961,2034-11,1,0.95
3c5e22f578,2034-11,1,0.54
3c641dad1c,2034-11,1,0.45
3c6b67ca93,2034-12,0,0.12
3c781e3803,2034-12,0,0.03
3c7ada2f84,2034-12,1,0.87
3c8be85fa7,2034-12,0,0.02
3c9b10e10d,2034-12,0,0.03
3c9c333e3a,2034-12,0,0.01
3cae4729be,2034-12,0,0.03
3cb39751d1,2034-12,1,0.56
3cc00ae979,2034-12,1,0.36
3cc17af9b0,2034-12,0,0.1
3cc580d225,2034-11,1,0.64
3cc77ac046,2034-12,0,0.01
3cd0cb3167,2034-11,1,0.93
3cd30df100,2034-12,1,0.55
3cd67385a9,2034-12,0,0.3
3cd89339a4,2034-12,0,0.08
3ce0bd9b4e,2034-12,0,0.08
3ce69ca20d,2034-12,0,0.05
3ce6b272d2,2034-12,0,0.05
3ce943f442,2034-12,0,0.09
3cea5d394a,2034-12,0,0.01
3d0d519cab,2034-12,0,0.03
3d1691b2a7,2034-12,0,0.14
3d1b90f49d,2034-12,0,0.06
3d1da38002,2034-11,1,0.41
3d1e915e6d,2034-11,0,0.01
3d2499ebe4,2034-12,1,0.39
3d466d089f,2034-11,1,0.75
3d49cae992,2034-12,1,0.61
3d4f31e920,2034-10,0,0.15
3d51753e07,2034-12,0,0.15
3d58ece925,2034-12,0,0.24
3d5a3241da,2034-11,0,0.33
3d6c7c8a15,2034-12,0,0.25
3d6f603fd5,2034-12,0,0.0
3d744e4529,2034-12,0,0.04
3d7ee790d8,2034-12,1,0.51
3d86db3aa9,2034-11,0,0.15
3d8a65686a,2034-10,1,0.95
3d8b4b09a9,2034-12,1,0.6
3d9369103b,2034-12,0,0.0
3d9619d5f3,2034-11,1,0.59
3d9f6cdd4e,2034-12,0,0.21
3da3f97fb3,2034-12,1,0.5
3da580e60a,2034-12,0,0.0
3daa9809cc,2034-11,0,0.34
3dacd47be4,2034-12,1,0.41
3daf05a5a4,2034-11,0,0.13
3daff9f2f3,2034-12,0,0.07
3db0d7b17d,2034-11,1,0.62
3dbbad60fb,2034-12,0,0.01
3dc1143452,2034-12,0,0.0
3dcb483b71,2034-10,0,0.1
3dcf438e54,2034-12,0,0.0
3dd92862cc,2034-11,0,0.02
3de155dbf9,2034-12,0,0.3
3de2d329b1,2034-12,0,0.02
3de533ef14,2034-10,1,0.71
3de6d90588,2034-10,1,0.59
3ded9291e9,2034-12,0,0.0
3df7a63d24,2034-12,0,0.24
3dfa04b0eb,2034-11,1,0.38
3e26aa513c,2034-11,0,0.21
3e28ea7fd6,2034-11,1,0.46
3e34aac18a,2034-11,1,0.43
3e3694c41a,2034-12,0,0.28
3e393f5fff,2034-12,0,0.0
3e39ee2bb2,2034-12,0,0.23
3e46212c32,2034-12,0,0.0
3e4ad4bdd6,2034-10,1,0.6
3e5a929a32,2034-10,0,0.23
3e5bcf7e8f,2034-12,0,0.02
3e6a07b8de,2034-11,0,0.2
3e72c96395,2034-12,1,0.66
3e7d43d1f7,2034-12,1,0.39
3e7f3edfbf,2034-11,0,0.16
3e871fbb39,2034-11,0,0.02
3e8acdcb4d,2034-12,1,0.37
3e9330f962,2034-12,0,0.01
3e9ba0f010,2034-12,0,0.01
3e9e769087,2034-12,0,0.02
3eb6c99afe,2034-12,0,0.02
3ec127eff0,2034-12,1,0.49
3ec16139e8,2034-12,1,0.52
3ec9dfda42,2034-11,0,0.09
3eda6a5e19,2034-12,1,0.48
3edaa678df,2034-12,1,0.5
3edad25e0f,2034-12,1,0.53
3ee1c93bf7,2034-12,0,0.02
3ee378c358,2034-12,0,0.0
3ee996531d,2034-12,1,0.5
3eef8b4dde,2034-11,1,0.42
3ef07dcd09,2034-11,1,0.75
3efb6c4fcb,2034-12,0,0.13
3effacb481,2034-11,1,0.43
3f0d308e8e,2034-12,0,0.01
3f31e93fdf,2034-12,0,0.04
3f363e6cf0,2034-12,1,0.55
3f4202333b,2034-12,0,0.19
3f4462ac36,2034-12,0,0.1
3f451a3b04,2034-11,0,0.06
3f4ce9bc11,2034-12,0,0.05
3f4e188e48,2034-12,0,0.09
3f52b7fb98,2034-12,1,0.57
3f5e43943b,2034-12,0,0.35
3f781dc4dc,2034-12,1,0.37
3f880ce21f,2034-12,0,0.06
3f9c52c53b,2034-11,1,0.87
3f9d7a2f82,2034-10,1,0.47
3f9e902c5a,2034-11,0,0.13
3fa0f069f9,2034-12,0,0.0
3fa23f745e,2034-10,1,0.72
3fa9dca801,2034-12,0,0.24
3fbf3d38f3,2034-10,1,0.57
3fc4f08d9d,2034-12,0,0.07
3fcfa1d9a6,2034-12,0,0.0
3fe3f015b5,2034-12,0,0.21
3ff2d63e59,2034-12,0,0.34
3ff32157b3,2034-12,1,0.42
3ff37cfcea,2034-12,1,0.81
3ff5a05401,2034-12,0,0.01
3fffb992e2,2034-12,1,0.55
4.62E+15,2034-12,1,0.71
4.84E+16,2034-12,0,0.03
4007fd0ecd,2034-12,0,0.04
400c72a213,2034-12,0,0.08
401063f80e,2034-12,1,0.56
401d2e2c24,2034-12,1,0.37
401e394260,2034-12,0,0.06
4024eb7380,2034-12,0,0.01
4028bebe52,2034-12,0,0.01
402b203f2c,2034-12,0,0.09
402f7180b2,2034-12,1,0.55
4038a1c76b,2034-12,1,0.6
403fe224a4,2034-11,0,0.29
40416a82d1,2034-11,1,0.78
4047b4d593,2034-11,1,0.37
404967246d,2034-12,0,0.07
4050344b5b,2034-12,0,0.04
4058067ca0,2034-12,0,0.02
4058cbc7ed,2034-12,1,0.71
4080fceee9,2034-11,1,0.58
40828dbfd2,2034-12,0,0.03
40836975f2,2034-12,0,0.05
408d7ff14a,2034-11,1,0.61
40945e4e20,2034-11,0,0.35
40a3cefb1b,2034-12,0,0.33
40ce5b65b3,2034-12,0,0.26
40d5e14ddd,2034-10,0,0.18
40e19fae46,2034-12,0,0.11
40ee9d1cc6,2034-12,0,0.12
40f1d2acde,2034-12,1,0.37
4104ee5574,2034-12,1,0.56
412f21b0d7,2034-12,0,0.22
4142e5b404,2034-12,0,0.11
4149daa725,2034-10,1,0.83
4153f0011f,2034-12,1,0.4
415cbccd7a,2034-12,0,0.06
415f073e29,2034-12,0,0.0
41625064bc,2034-12,0,0.15
416597bd4f,2034-12,0,0.35
416cf7682c,2034-11,1,0.8
41756813cf,2034-12,0,0.03
41970980a1,2034-11,0,0.29
4199ad9a76,2034-11,1,0.37
41b7490619,2034-12,0,0.09
41d2f70315,2034-12,0,0.13
41db3bbd3a,2034-12,0,0.05
41dc41094a,2034-12,0,0.03
4200aa86bf,2034-12,0,0.0
420155a443,2034-10,1,0.85
42065efa83,2034-10,0,0.24
4229e6f067,2034-10,0,0.2
423ac67d79,2034-12,0,0.04
423f9d540d,2034-12,0,0.16
424bfc4271,2034-12,0,0.02
424e99948c,2034-11,1,0.55
425094747a,2034-11,1,0.36
425ab10f9e,2034-12,0,0.08
425d67455e,2034-12,0,0.18
426116304d,2034-12,1,0.45
426a86455e,2034-12,0,0.26
42763bb2de,2034-12,0,0.01
42768d0c46,2034-11,0,0.07
427bd8f6b9,2034-12,0,0.21
4287e2cdd1,2034-12,0,0.02
4288cabe23,2034-12,0,0.02
428cc052d6,2034-12,1,0.49
428e39deb5,2034-11,1,0.39
4291a5d89f,2034-12,0,0.01
42a1d4ca9e,2034-12,0,0.27
42a3621486,2034-11,0,0.03
42a6de2ea7,2034-12,1,0.67
42c485d96e,2034-12,0,0.09
42cd075115,2034-11,0,0.25
42d334dff4,2034-12,0,0.0
42f21ac75c,2034-12,1,0.47
42ffb1a9e2,2034-12,1,0.4
430836b649,2034-12,1,0.67
431cc35e9f,2034-12,0,0.05
43233c3d6f,2034-11,1,0.65
4328f7448a,2034-12,0,0.15
432dc04805,2034-12,1,0.36
4332568af3,2034-11,0,0.33
433ddd5133,2034-12,0,0.01
433ebb967c,2034-11,0,0.11
4341745164,2034-12,0,0.0
434750d6b0,2034-11,0,0.09
4349afff18,2034-12,0,0.17
43519a9d21,2034-11,1,0.63
4352e42a26,2034-12,0,0.11
435a012097,2034-12,0,0.01
435aa4d267,2034-11,0,0.29
435fa33f59,2034-12,1,0.47
436086950f,2034-12,0,0.08
4364be7c9c,2034-12,0,0.01
4367df3b1e,2034-11,0,0.19
436b89a1f5,2034-12,1,0.71
436bc5668d,2034-12,0,0.0
437840151d,2034-12,1,0.55
43861b3e08,2034-12,0,0.07
438ce6e64d,2034-10,0,0.03
4391e3f0bc,2034-12,0,0.07
43961e7e66,2034-12,0,0.12
43a7afb9b0,2034-12,1,0.38
43a9871d21,2034-12,1,0.47
43ab8a75e2,2034-11,1,0.69
43ad780e6a,2034-12,0,0.19
43adf4e2b0,2034-11,0,0.18
43c74a6628,2034-12,0,0.21
43d225d081,2034-12,0,0.03
43d692f9d6,2034-12,0,0.27
43d6b47ff0,2034-12,0,0.14
43dd2a8a07,2034-12,0,0.03
43e2c2e9b3,2034-12,0,0.07
43e3c260ac,2034-12,1,0.65
43e60d9087,2034-12,0,0.06
43e9166946,2034-10,0,0.17
43f2e390fa,2034-12,0,0.03
43f509ee61,2034-12,0,0.05
43fdb678ca,2034-12,1,0.36
43fe766e14,2034-11,1,0.64
43fee96c45,2034-12,1,0.73
4401ec9e27,2034-11,1,0.49
440881eedf,2034-12,0,0.0
440e361140,2034-12,0,0.03
44109969cd,2034-12,0,0.08
44143d3e36,2034-12,0,0.0
44149e4e19,2034-12,0,0.07
44173732cd,2034-12,0,0.28
442e2981e9,2034-12,0,0.0
443332b24a,2034-12,0,0.13
443e73c37f,2034-12,0,0.02
4457dd161d,2034-12,0,0.31
445918ab45,2034-12,0,0.25
4466458281,2034-11,0,0.18
4468186997,2034-12,0,0.15
446f98166d,2034-11,1,0.37
4470f989bc,2034-12,0,0.07
447187aaae,2034-11,0,0.16
4473409963,2034-12,0,0.01
4475620414,2034-12,0,0.15
448294a786,2034-12,0,0.22
4484bfb87c,2034-12,0,0.08
4494b57fa2,2034-12,1,0.73
44aeeb669f,2034-12,0,0.09
44b36fea36,2034-12,0,0.02
44b76c2336,2034-11,1,0.93
44ba0cb7d9,2034-12,0,0.04
44bf398f97,2034-11,1,0.35
44c59c9dea,2034-12,0,0.27
44cfb0f4e9,2034-12,0,0.34
44d0709fa6,2034-12,0,0.23
44ee02f2e2,2034-10,1,0.38
44ee3ec72c,2034-12,1,0.51
44f28b468a,2034-12,0,0.01
45108226fb,2034-12,1,0.61
4515c156e9,2034-12,1,0.42
451928e8de,2034-12,0,0.12
4525913c4b,2034-12,0,0.0
452b1de867,2034-12,0,0.05
45449b0862,2034-12,0,0.18
454b8e03cb,2034-12,0,0.24
454facc067,2034-12,1,0.56
455f8aaf9a,2034-12,1,0.42
45645cffc2,2034-12,0,0.03
4565312388,2034-12,0,0.31
457043f57d,2034-12,0,0.01
457b67e656,2034-12,0,0.01
457f580674,2034-12,0,0.01
457fcc2c6c,2034-12,0,0.11
4580767208,2034-12,0,0.0
458264d0e9,2034-12,0,0.01
458a78f735,2034-11,0,0.12
45932d50e0,2034-12,1,0.58
45a25f5d5f,2034-12,1,0.61
45a54024c4,2034-12,0,0.06
45baddebf4,2034-12,1,0.57
45deb0f58f,2034-10,1,0.47
45df268115,2034-12,0,0.13
45e1056021,2034-12,0,0.02
45e798207e,2034-12,0,0.15
45e85a86e9,2034-12,1,0.54
45e8bd2693,2034-12,0,0.34
45f149ff56,2034-12,0,0.07
45fea634f1,2034-12,0,0.0
4602c1bae2,2034-12,0,0.11
460f4b018a,2034-12,0,0.04
4612eec75d,2034-10,0,0.28
4613350090,2034-10,0,0.25
461a5f5ca7,2034-10,0,0.19
461e6472a2,2034-10,0,0.11
46281c5803,2034-12,0,0.08
462d50a6c8,2034-11,0,0.06
4639bd7b46,2034-12,0,0.21
463b4be0eb,2034-12,0,0.0
46479e6b66,2034-10,0,0.32
4647d230cc,2034-12,0,0.05
4651800ab2,2034-12,1,0.68
465ca1b0c8,2034-12,0,0.0
466666aa0a,2034-12,0,0.3
46694e030f,2034-12,0,0.28
4672948706,2034-12,0,0.07
4673054251,2034-12,0,0.13
467aeedf72,2034-12,0,0.01
4689bcde76,2034-12,1,0.56
469955c043,2034-12,0,0.1
46aa747f13,2034-12,0,0.0
46afadf73c,2034-11,0,0.12
46b8e0a8e2,2034-12,0,0.01
46ba2326e1,2034-11,1,0.61
46bdc315cd,2034-12,1,0.79
46d8e7ff3a,2034-12,1,0.64
46dcc593bf,2034-12,0,0.16
46e2f521e2,2034-12,1,0.61
46ea0aaa21,2034-12,0,0.31
46ebd005ee,2034-12,0,0.01
46f0bf1cc3,2034-12,0,0.02
46f57285d7,2034-11,0,0.31
46f98adf85,2034-11,1,0.41
46f9cb5127,2034-12,0,0.0
46fb625c6f,2034-12,0,0.11
46ffdcf021,2034-10,1,0.47
4702cc900a,2034-12,0,0.01
470a0d77de,2034-10,1,0.43
4710ed8379,2034-11,0,0.23
471271b185,2034-12,1,0.48
4720eefe75,2034-12,0,0.21
473cbefe22,2034-12,1,0.51
475bd5f4a3,2034-11,0,0.24
475ce88c16,2034-12,0,0.05
4770051790,2034-12,0,0.01
477f8ec636,2034-12,0,0.01
478878805e,2034-12,0,0.01
47b468a8c4,2034-12,0,0.0
47bca83930,2034-12,0,0.11
47cf21b342,2034-10,1,0.69
47d28d23fe,2034-12,0,0.08
47d85af7d9,2034-12,0,0.33
47e855fc3c,2034-12,0,0.01
47ff133946,2034-12,1,0.71
48008cb383,2034-12,0,0.0
4800d0ada4,2034-10,1,0.7
480255a918,2034-12,0,0.13
480da3f33b,2034-11,0,0.22
48175a814a,2034-11,1,0.52
48275b9f29,2034-12,0,0.02
4829659797,2034-12,0,0.05
4831d3a2ab,2034-12,1,0.42
483eed9161,2034-10,1,0.36
48460c7487,2034-12,0,0.0
4849aacee7,2034-10,0,0.1
484e70beda,2034-12,1,0.7
4867ee1818,2034-12,1,0.53
487bb338df,2034-12,0,0.01
48832f5c25,2034-12,1,0.62
489039ca4b,2034-12,0,0.0
489c53fa15,2034-12,0,0.11
489cd225d4,2034-12,0,0.18
48a0c6a378,2034-11,1,0.59
48a6e8dc38,2034-11,0,0.15
48a77654ef,2034-12,0,0.01
48b0b19d04,2034-12,0,0.08
48b151c3bb,2034-10,1,0.76
48bad0e963,2034-10,1,0.56
48bd324bde,2034-12,0,0.05
48c02f29f8,2034-11,0,0.14
48c18ed309,2034-12,0,0.0
48cb694504,2034-12,0,0.34
48cbac0768,2034-12,0,0.03
48ddc5b924,2034-12,0,0.11
48e03d323a,2034-12,0,0.01
48e04091d1,2034-12,0,0.15
48e3fbb72a,2034-12,0,0.04
48e476024c,2034-12,0,0.06
48eb4403e6,2034-11,1,0.4
48f0f6c853,2034-12,0,0.24
48fbcd5485,2034-12,0,0.03
48fd353830,2034-12,0,0.02
49054f472d,2034-12,1,0.65
4906863c67,2034-12,0,0.15
49073d7029,2034-12,0,0.07
490c15c4ce,2034-12,0,0.05
491bdfb184,2034-12,0,0.09
4928e8e4dc,2034-12,0,0.13
492dd84ebc,2034-11,0,0.13
4930154bd5,2034-11,1,0.76
493ac9ba3b,2034-12,0,0.08
493cfa2ad1,2034-12,0,0.18
495408a28a,2034-12,1,0.37
495750c0c3,2034-12,0,0.22
495ec7ffed,2034-10,1,0.81
4969480c33,2034-12,0,0.01
4978d755bb,2034-10,1,0.51
497e74ca8a,2034-12,1,0.69
49a69a1fa1,2034-12,0,0.14
49a908a7d5,2034-10,0,0.08
49ae401152,2034-12,1,0.6
49b633f55e,2034-12,1,0.49
49bf3319eb,2034-12,0,0.01
49d09f05ec,2034-12,0,0.23
49d47f8837,2034-12,0,0.01
49d6b83591,2034-12,0,0.22
49dbe71c0f,2034-12,0,0.08
49e1f2cbc0,2034-12,0,0.0
49e3f06f84,2034-11,0,0.26
49e9942370,2034-12,0,0.01
49ef27bffe,2034-12,0,0.01
4a02858c44,2034-12,0,0.01
4a02a9b90f,2034-12,0,0.0
4a030514de,2034-12,0,0.34
4a0b33e61f,2034-12,0,0.01
4a12c74a3d,2034-12,1,0.42
4a1c232da2,2034-12,0,0.24
4a1e204697,2034-12,0,0.02
4a3ef02b07,2034-12,0,0.0
4a4df91845,2034-12,0,0.24
4a535317ef,2034-12,0,0.22
4a550bdd12,2034-12,0,0.1
4a595fc45f,2034-12,0,0.01
4a66585214,2034-11,1,0.52
4a6761a025,2034-12,0,0.16
4a73fcfa4e,2034-12,0,0.06
4a7738361b,2034-12,0,0.01
4a78aedef4,2034-12,0,0.01
4a7b88e2c0,2034-12,0,0.0
4a7e7a3f5d,2034-12,0,0.31
4a974b25cb,2034-12,1,0.4
4a9b815dae,2034-10,1,0.54
4a9c725567,2034-12,0,0.06
4a9e961c69,2034-12,0,0.06
4a9f7c02ae,2034-12,0,0.11
4aa9f26c3a,2034-11,0,0.23
4aacefc33a,2034-12,1,0.55
4ab1e8f5a1,2034-12,0,0.0
4abd175ff5,2034-12,0,0.04
4ad7c6b029,2034-12,0,0.01
4ad8ab1f12,2034-12,0,0.27
4ada8c12f1,2034-12,1,0.38
4adbd1139b,2034-12,0,0.26
4ae15040ad,2034-12,0,0.08
4ae5fd7f79,2034-12,0,0.01
4aec79f0f3,2034-12,1,0.61
4aec9d0080,2034-12,0,0.03
4afb07e97a,2034-12,1,0.37
4b0972e964,2034-11,0,0.15
4b1d1bb58d,2034-12,0,0.02
4b2ee582e6,2034-12,1,0.44
4b38b71f55,2034-12,0,0.02
4b48c3595e,2034-10,1,0.58
4b65db6ca3,2034-12,0,0.03
4b683b2bc5,2034-12,0,0.0
4b7856f7dd,2034-11,0,0.34
4b78c4f83d,2034-12,1,0.51
4b78d88a9f,2034-12,0,0.06
4b7f2c6db6,2034-12,1,0.51
4b80bacef1,2034-11,0,0.23
4b84d82bf3,2034-12,0,0.24
4b85d5b5c6,2034-12,1,0.66
4b8be91984,2034-11,0,0.09
4b9221a428,2034-10,1,0.5
4b9efccc3b,2034-11,0,0.28
4ba3bb514e,2034-12,0,0.02
4baa2f4b7b,2034-12,1,0.36
4bb0a06e51,2034-12,0,0.34
4bbbc26e8c,2034-12,1,0.58
4bc0d5d9bc,2034-10,1,0.6
4bc392de9e,2034-12,0,0.02
4bc8ad5176,2034-12,0,0.33
4bd8eff875,2034-11,1,0.42
4be230a9f9,2034-12,0,0.01
4bfdc3c9a7,2034-11,0,0.32
4c04e0ce5a,2034-11,0,0.05
4c0c50badb,2034-12,1,0.46
4c0c965a93,2034-12,1,0.42
4c19b78491,2034-12,1,0.38
4c1a27a2bd,2034-10,0,0.26
4c28d3651e,2034-12,0,0.07
4c367d1317,2034-12,0,0.12
4c3cd285c5,2034-12,0,0.01
4c4a2b28c5,2034-11,1,0.47
4c5be6b5f4,2034-12,0,0.31
4c61dd760c,2034-12,1,0.46
4c6ecaac91,2034-11,1,0.7
4c7a34c416,2034-12,0,0.0
4c88e761da,2034-12,0,0.01
4c9ebce8c3,2034-12,0,0.26
4ca436009d,2034-10,1,0.46
4ca43cd0f5,2034-12,1,0.48
4ca87fb5e8,2034-12,1,0.82
4cb1abd736,2034-12,0,0.01
4cb24c0f4e,2034-10,1,0.93
4cb33394ea,2034-12,1,0.53
4cba406ef3,2034-12,1,0.58
4cbdeed06c,2034-11,0,0.16
4cc0756cd7,2034-12,0,0.24
4ccbe1a1ec,2034-12,0,0.03
4ce3f86e19,2034-12,0,0.0
4ce8c2bdbd,2034-12,0,0.0
4ced48b584,2034-12,0,0.18
4cedffde68,2034-12,1,0.74
4cf428e050,2034-11,1,0.7
4cfa137725,2034-12,1,0.58
4cfc3d977b,2034-12,0,0.01
4d066ce524,2034-12,1,0.47
4d082ae657,2034-12,0,0.02
4d0b041fd8,2034-12,1,0.73
4d0be7faf6,2034-12,0,0.01
4d10eed6c0,2034-11,0,0.13
4d2d7c827f,2034-11,0,0.23
4d305e453f,2034-10,1,0.42
4d4cd80edc,2034-12,0,0.24
4d53e33b69,2034-11,1,0.71
4d57e2690b,2034-12,1,0.56
4d5d42e64c,2034-12,0,0.01
4d6a8386fc,2034-11,0,0.11
4d720aa859,2034-12,0,0.22
4d75086b91,2034-12,0,0.11
4d7c2bbfd3,2034-12,0,0.05
4d7d348b75,2034-12,1,0.5
4d80440174,2034-11,0,0.02
4d809641a9,2034-10,1,0.59
4d8154dcd5,2034-12,0,0.01
4da25e77dc,2034-12,0,0.01
4da63e9453,2034-12,1,0.44
4da8676d0b,2034-12,0,0.02
4db76c3f9f,2034-12,0,0.0
4dc1c9ef03,2034-12,0,0.02
4dc899df98,2034-10,0,0.16
4dc964e251,2034-12,0,0.06
4dcbf301de,2034-12,0,0.04
4dddf3ad42,2034-12,0,0.02
4de4ef2a59,2034-12,0,0.11
4de5975af2,2034-12,1,0.38
4deb9bc19d,2034-12,1,0.49
4dececc0d7,2034-12,0,0.04
4df99e8b58,2034-12,0,0.22
4dfa550441,2034-12,0,0.16
4dfaee2647,2034-12,0,0.02
4e03b5f624,2034-12,0,0.01
4e0621e92e,2034-12,1,0.66
4e06a125bb,2034-12,0,0.33
4e08686157,2034-12,0,0.01
4e09b73d2b,2034-12,0,0.01
4e10c78c18,2034-12,1,0.5
4e17006b92,2034-12,1,0.49
4e1f7c21c5,2034-12,0,0.12
4e4115a4b9,2034-11,0,0.34
4e4721ea9b,2034-11,0,0.15
4e4cfe4cda,2034-12,0,0.03
4e5b52a648,2034-12,0,0.26
4e5d7ec3de,2034-11,1,0.55
4e635012df,2034-12,0,0.0
4e765b21d3,2034-10,1,0.36
4e7b3cc561,2034-12,0,0.13
4e80c817c9,2034-10,0,0.24
4e8622df0b,2034-12,0,0.02
4e9731e9a8,2034-12,1,0.43
4e9d62f328,2034-12,0,0.0
4eab06694c,2034-12,0,0.04
4eafc12291,2034-12,0,0.0
4eb2882fd5,2034-12,0,0.0
4eb449bc62,2034-12,0,0.22
4ec0b84264,2034-12,0,0.01
4ec5cd3290,2034-12,1,0.89
4ed1524f0b,2034-12,0,0.12
4ed1b5a462,2034-12,0,0.27
4edbc39024,2034-12,0,0.01
4eddff9732,2034-12,1,0.36
4efd955f48,2034-12,0,0.17
4efe763fde,2034-11,0,0.27
4efed2b5b9,2034-12,0,0.29
4f0bfb3018,2034-12,1,0.42
4f0d701ee9,2034-12,0,0.07
4f19acbf67,2034-11,0,0.08
4f206f7cb0,2034-12,0,0.03
4f22f963d4,2034-10,0,0.25
4f2407c458,2034-12,1,0.54
4f2f044d46,2034-12,0,0.09
4f37e2aaf8,2034-11,1,0.37
4f390e9af2,2034-12,0,0.06
4f3ee5c055,2034-12,1,0.8
4f408f17ea,2034-12,1,0.45
4f4423ed45,2034-11,1,0.41
4f5782bbe3,2034-12,0,0.09
4f5a75416e,2034-12,0,0.08
4f620e3e2c,2034-12,0,0.0
4f65280858,2034-12,0,0.01
4f6b8caa67,2034-10,0,0.34
4f704c918b,2034-12,0,0.13
4f7101171d,2034-10,0,0.28
4f893cdc69,2034-12,1,0.42
4f9053ebe9,2034-12,0,0.02
4f9b73d9cf,2034-10,1,0.67
4fa4603a9b,2034-10,1,0.81
4fa4840420,2034-12,0,0.07
4fa555d46f,2034-12,0,0.03
4fad2c0ae2,2034-12,0,0.01
4fb1ea89a1,2034-12,0,0.0
4fbcb38dab,2034-12,0,0.09
4fc72acf0a,2034-12,0,0.0
4fd8c04529,2034-10,1,0.45
4fda5f4a2b,2034-11,0,0.34
4fe6ddd414,2034-12,0,0.07
4ff6a7e2bc,2034-11,1,0.71
4ff910dcb6,2034-12,0,0.34
4ffcef37b0,2034-12,0,0.02
4ffd160f0d,2034-11,1,0.7
5.01E+18,2034-12,0,0.12
5.16E+58,2034-10,0,0.32
5.29E+16,2034-12,1,0.57
5.47E+29,2034-12,0,0.33
5004568a12,2034-10,0,0.09
500469045,2034-12,0,0.23
500ce44cc6,2034-12,0,0.06
501d0b29fc,2034-12,0,0.08
502771eead,2034-12,0,0.02
503072ae05,2034-10,1,0.41
503a8b95ff,2034-10,0,0.12
5046b352f6,2034-12,0,0.17
505291296f,2034-12,0,0.03
5059123ba2,2034-12,1,0.45
505abc722a,2034-12,0,0.06
5064ee6bcb,2034-12,0,0.01
50697450de,2034-12,0,0.03
506d1b1f84,2034-10,0,0.07
506ffc607f,2034-12,0,0.07
5077b7fb29,2034-12,0,0.12
5085791a41,2034-12,0,0.26
508864fa79,2034-10,0,0.23
5093116f12,2034-12,0,0.04
509389a9f6,2034-12,0,0.26
50978b7299,2034-12,0,0.3
509ad12c26,2034-12,0,0.24
509b57e2a0,2034-12,1,0.65
50a087f312,2034-12,1,0.67
50a5c30986,2034-12,0,0.04
50ace7b6b7,2034-12,0,0.01
50b8581f66,2034-12,1,0.64
50bf5f8344,2034-12,1,0.44
50c038e641,2034-12,0,0.12
50ce7923e4,2034-12,0,0.2
50d83bcd56,2034-10,1,0.56
50da6665aa,2034-12,0,0.03
50dc6c5370,2034-12,0,0.29
50ec752210,2034-11,0,0.15
50f29eab05,2034-11,1,0.45
51065c1595,2034-10,0,0.33
5107451b5c,2034-12,0,0.01
5107c3eec4,2034-12,0,0.19
5109be113b,2034-12,0,0.06
5112b54e18,2034-12,0,0.05
51194221cc,2034-10,1,0.53
511b581bdf,2034-12,1,0.91
51303a6ae0,2034-11,1,0.52
5134ac7db1,2034-12,0,0.01
5134d7773f,2034-11,1,0.67
5143c90db2,2034-11,0,0.3
51511c4986,2034-12,0,0.2
516c967c12,2034-12,0,0.17
516d36dfad,2034-11,0,0.04
517cd7eef8,2034-11,0,0.24
517e3aa56c,2034-12,0,0.06
5183ceb82c,2034-12,0,0.21
518706fbbc,2034-12,0,0.01
518a1f3b8c,2034-11,1,0.38
51920255f1,2034-12,0,0.08
5193621814,2034-12,0,0.03
5195e8194d,2034-12,0,0.02
519ed85e94,2034-12,0,0.01
519fa6b0b3,2034-12,0,0.02
51a4a83360,2034-11,0,0.15
51b0b756f7,2034-12,0,0.16
51b7f118ec,2034-11,0,0.29
51c0848592,2034-12,0,0.32
51de14940a,2034-12,0,0.0
51e694b3d2,2034-12,0,0.02
51f59d36bc,2034-11,1,0.94
51f6a5c6bf,2034-12,0,0.0
51fa990c7b,2034-12,0,0.01
520c359168,2034-12,0,0.05
520dc00bdc,2034-11,1,0.37
5210b17602,2034-12,0,0.1
